id,Exited
165034,0.02214237364655442
165035,0.7573102418960279
165036,0.0317275691676315
165037,0.24660898111442722
165038,0.36064953518907944
165039,0.05709455320416895
165040,0.042685497188053007
165041,0.09726268440567733
165042,0.5645188489401585
165043,0.013815545613056805
165044,0.11604757635562572
165045,0.022575617261967565
165046,0.0071973501112780475
165047,0.19783533177528156
165048,0.6032044564659478
165049,0.057188037993930935
165050,0.09077882724127212
165051,0.32106927800112417
165052,0.048508083586779514
165053,0.12564317173378606
165054,0.02999308855285341
165055,0.0877179045412806
165056,0.2610958889029192
165057,0.010992282337318427
165058,0.467127891921118
165059,0.14649020792390138
165060,0.9754645423586773
165061,0.470215221571796
165062,0.1912074143459603
165063,0.42891632556916554
165064,0.03223664727461537
165065,0.043996341362571384
165066,0.151545036785318
165067,0.13149052113770146
165068,0.028102695390582296
165069,0.0010657898239806666
165070,0.7629744807235493
165071,0.02623543625028165
165072,0.13081538673979046
165073,0.8568337648802165
165074,0.5541498205150555
165075,0.20245256413859436
165076,0.12866216012313705
165077,0.0007789033150005335
165078,0.32235446979138344
165079,0.19257215883323014
165080,0.0057530067259641
165081,0.05758584567327037
165082,-0.0031802945919779005
165083,0.44238217439478184
165084,0.07606216620022971
165085,-0.0015865264509124595
165086,0.011692683426053183
165087,0.5421665631172169
165088,0.018927476818671688
165089,0.09590179587394236
165090,0.11142364460570726
165091,0.014398021115822049
165092,0.02290262683565217
165093,0.1439844863935919
165094,0.011828306615348498
165095,0.10207075421144349
165096,0.26187290049388723
165097,0.17265288201672427
165098,0.024110481303190486
165099,0.006438867357645217
165100,0.8702603534350628
165101,0.06164199003259344
165102,0.032600763355706004
165103,0.010580092616250984
165104,0.18998222679691013
165105,0.516389004618378
165106,0.3921980977706175
165107,0.11141465775592016
165108,0.013369148056238336
165109,0.35463551959808215
165110,0.10014616441985409
165111,0.03200099720570798
165112,0.052798517617325604
165113,0.035942516955835266
165114,0.007907192134605273
165115,0.035829743615383686
165116,0.3471585030319125
165117,0.029200572748336703
165118,0.3120739593773001
165119,0.09855183407871979
165120,0.06601693662260144
165121,0.25937082649853044
165122,0.263871328210948
165123,0.05098013113590736
165124,0.1845157246899951
165125,0.023378741032009827
165126,0.04696728397711077
165127,0.010429513433148675
165128,0.009332060268576779
165129,0.005093854577241696
165130,0.9428545135751519
165131,0.033211523623638946
165132,0.25262404008248956
165133,0.13050399063943924
165134,0.012815439866289241
165135,0.04960395829114006
165136,-0.002066650510698769
165137,0.4580165708644425
165138,0.6090757689509275
165139,0.5831496105048943
165140,0.1344064756981157
165141,0.021360142059039335
165142,0.010992282337318427
165143,0.10374374852013007
165144,0.2590030524159952
