id,Exited
165034,0.014255259
165035,0.73899585
165036,0.028495971
165037,0.2692867
165038,0.3692778
165039,0.06638765
165040,0.05346208
165041,0.09698707
165042,0.5982786
165043,0.0110977385
165044,0.11367391
165045,0.022542626
165046,0.0040265196
165047,0.19225286
165048,0.63391566
165049,0.060139723
165050,0.109045655
165051,0.32415333
165052,0.054810278
165053,0.15509263
165054,0.02349911
165055,0.14281197
165056,0.26229516
165057,0.013017046
165058,0.48131615
165059,0.1406861
165060,0.9678394
165061,0.49883825
165062,0.19293028
165063,0.45862046
165064,0.026791876
165065,0.059265338
165066,0.15058358
165067,0.13891996
165068,0.030971052
165069,0.004797551
165070,0.78671247
165071,0.020546677
165072,0.17206371
165073,0.8805731
165074,0.53413135
165075,0.21687283
165076,0.12214998
165077,0.0035445115
165078,0.33259398
165079,0.18729153
165080,-0.00010501721
165081,0.06055681
165082,-0.0035544343
165083,0.46322408
165084,0.07988106
165085,-0.0030446288
165086,0.008401013
165087,0.54009825
165088,0.021568067
165089,0.10733151
165090,0.124638386
165091,0.009828836
165092,0.025899677
165093,0.16269158
165094,0.0077641285
165095,0.11199854
165096,0.25987864
165097,0.18128037
165098,0.031946156
165099,0.0023173457
165100,0.865941
165101,0.043082252
165102,0.042644102
165103,0.010690231
165104,0.19648622
165105,0.5494965
165106,0.3893323
165107,0.11351167
165108,0.016184231
165109,0.32076922
165110,0.08433434
165111,0.042512044
165112,0.06129719
165113,0.03512144
165114,0.010686795
165115,0.034871817
165116,0.35458565
165117,0.030064924
165118,0.33464965
165119,0.083891794
165120,0.06336545
165121,0.24863608
165122,0.2657636
165123,0.06831665
165124,0.23085988
165125,0.030909495
165126,0.044020757
165127,0.007505839
165128,0.008408388
165129,0.0025692848
165130,0.9710983
165131,0.036368
165132,0.22592047
165133,0.14178018
165134,0.008681105
165135,0.044440035
165136,-0.0035544343
165137,0.4683189
165138,0.63175213
165139,0.62014747
165140,0.11175424
165141,0.0116308965
165142,0.009143409
165143,0.11031988
165144,0.23124786
165145,0.5540134
165146,0.22836776
165147,0.051086728
165148,0.10306333
165149,0.027838515
165150,0.00454872
165151,0.58308274
165152,0.5451578
165153,0.06151209
165154,0.021744905
165155,0.03367047
165156,-0.0018675391
165157,0.031184865
165158,0.3582407
165159,0.115683675
165160,0.058144372
165161,0.041600324
165162,0.7506606
165163,0.011907059
165164,0.015412874
165165,0.13536584
165166,0.99293447
165167,0.079826854
165168,0.06209542
165169,0.090273604
165170,0.12117952
165171,0.054313634
165172,0.61590576
165173,0.16607633
165174,0.022543363
165175,0.08185922
165176,0.013985226
165177,0.05322372
165178,0.49500927
165179,0.61883587
165180,0.01857883
165181,0.9189133
165182,0.17916225
165183,0.019983314
165184,0.038215928
165185,0.038538266
165186,0.0027949421
165187,1.0058243
165188,0.78974086
165189,0.02511925
165190,0.0063260035
165191,0.14284906
165192,0.13976012
165193,0.14316626
165194,0.27844858
165195,0.12307885
165196,0.34504932
165197,0.7549024
165198,0.8121789
165199,0.08585453
165200,0.3092412
165201,0.6211987
165202,0.7713759
165203,0.7870305
165204,0.57964504
165205,0.013643946
165206,0.15259477
165207,0.08831087
165208,0.014660604
165209,0.17367259
165210,0.4378601
165211,0.90845174
165212,0.050130956
165213,0.03054603
165214,0.75607204
165215,0.3518165
165216,0.041346446
165217,-0.0041729445
165218,0.009111252
165219,0.8861329
165220,0.45829654
165221,0.13556609
165222,0.17618677
165223,0.09574179
165224,0.038453415
165225,0.9230657
165226,0.93007916
165227,0.22451754
165228,0.18684977
165229,0.38063827
165230,0.82796013
165231,0.01612461
165232,-0.005106907
165233,0.051843956
165234,0.20235527
165235,0.00893852
165236,0.54724646
165237,0.014148492
165238,0.14730614
165239,0.0171118
165240,-0.00022084577
165241,0.005578993
165242,0.21538341
165243,0.016897092
165244,0.57365406
165245,0.0035404104
165246,0.05673763
165247,0.01831224
165248,0.042928837
165249,0.25506395
165250,0.009660292
165251,0.0048430646
165252,0.2900323
165253,0.25667572
165254,0.0073043755
165255,0.13417302
165256,0.22007774
165257,0.030730238
165258,0.67242974
165259,0.43958452
165260,0.41517347
165261,0.8609357
165262,0.58785474
165263,-0.0125779705
165264,0.032126985
165265,0.02649073
165266,-0.0018981086
165267,0.45523834
165268,0.18168922
165269,0.6228889
165270,0.3285292
165271,0.02704502
165272,0.96332484
165273,0.054613378
165274,0.048454043
165275,0.21903758
165276,0.18336673
165277,0.31876084
165278,0.95141196
165279,0.13051601
165280,0.022992348
165281,0.003311274
165282,0.16339053
165283,-0.008864971
165284,0.3222824
165285,0.13708307
165286,0.10565494
165287,0.010576817
165288,0.026292007
165289,0.04346375
165290,0.035382036
165291,0.00865894
165292,0.10897227
165293,0.53084075
165294,-0.013894598
165295,0.16298342
165296,0.06061831
165297,0.026930042
165298,0.017014142
165299,0.07183485
165300,0.5701047
165301,0.052582584
165302,0.41801697
165303,0.10124888
165304,0.0023029146
165305,-0.0063384855
165306,0.012903899
165307,0.16936378
165308,0.03202608
165309,0.20032488
165310,0.111215524
165311,0.1100604
165312,0.8577449
165313,0.018176617
165314,0.027466396
165315,0.12791598
165316,0.18072172
165317,-0.0008988879
165318,0.7033573
165319,0.19279055
165320,0.04309246
165321,0.15264492
165322,0.0486329
165323,0.045261554
165324,0.10584558
165325,0.2707269
165326,0.4824242
165327,0.17663291
165328,0.13015084
165329,0.012867945
165330,0.09731606
165331,0.066802755
165332,0.5654766
165333,0.023684816
165334,0.009803705
165335,0.016553886
165336,0.18470311
165337,0.16817155
165338,0.26338357
165339,0.19752158
165340,0.108751334
165341,0.057441548
165342,0.039760992
165343,-0.0068160812
165344,0.15118901
165345,0.08421586
165346,0.9696351
165347,0.26853347
165348,0.051628247
165349,0.08564551
165350,-0.0024464424
165351,0.13025033
165352,0.035412546
165353,0.008716485
165354,0.11199705
165355,0.07486677
165356,0.011533912
165357,0.055519834
165358,0.12874942
165359,0.025790242
165360,0.7295125
165361,0.04909817
165362,0.3697206
165363,0.16341664
165364,0.0064208284
165365,0.823864
165366,-0.00514781
165367,0.15583982
165368,0.15343663
165369,0.6897372
165370,0.28097707
165371,-0.004247757
165372,0.08155822
165373,0.016291015
165374,0.728573
165375,0.02924806
165376,0.015861776
165377,-0.0058911606
165378,0.16256113
165379,0.03295597
165380,0.16797198
165381,0.082260996
165382,-0.00031501715
165383,0.020341597
165384,0.029351566
165385,0.109291844
165386,0.7147829
165387,0.008799757
165388,0.2131704
165389,0.103580095
165390,0.5918582
165391,-0.0028500303
165392,0.041075785
165393,0.100111544
165394,0.08869248
165395,0.0018423635
165396,0.022517802
165397,0.02483798
165398,0.4443477
165399,0.039667152
165400,0.06615939
165401,0.06784038
165402,0.40000638
165403,0.032068126
165404,0.04466182
165405,0.23614557
165406,0.063817374
165407,0.048311733
165408,0.243159
165409,-0.0064543937
165410,0.009773737
165411,0.037670895
165412,0.035641257
165413,0.010949794
165414,0.06640691
165415,0.076121144
165416,0.85325485
165417,-3.23028e-05
165418,0.002809523
165419,0.7512709
165420,0.047380354
165421,0.42026964
165422,0.013191397
165423,0.0048856703
165424,0.01297143
165425,0.6313307
165426,0.09302225
165427,0.108359836
165428,0.265451
165429,0.5212816
165430,0.04129765
165431,0.065362275
165432,0.4620055
165433,0.9903131
165434,0.86903876
165435,0.18417273
165436,0.3083337
165437,0.0038094695
165438,0.019136516
165439,0.13758464
165440,0.590643
165441,0.689807
165442,0.04600756
165443,0.028034113
165444,0.048075728
165445,0.15847518
165446,0.15069944
165447,-0.0030188095
165448,0.21836326
165449,-0.021870574
165450,0.006415732
165451,0.0047529624
165452,0.6562125
165453,0.0309685
165454,0.46396124
165455,0.036478214
165456,0.46257755
165457,0.604528
165458,0.008479294
165459,0.03367753
165460,0.018692356
165461,0.022029702
165462,0.066251434
165463,0.10513528
165464,0.08495409
165465,0.93354666
165466,0.008769523
165467,0.08536559
165468,0.1521322
165469,0.086466186
165470,0.06372847
165471,0.2443898
165472,-0.0041489867
165473,0.04057242
165474,0.36799598
165475,0.09680843
165476,0.2490261
165477,0.12086878
165478,0.2523226
165479,0.21041344
165480,0.015811287
165481,0.79962724
165482,0.017935418
165483,0.14275816
165484,0.021188697
165485,0.282419
165486,0.15263264
165487,0.13393515
165488,0.024187325
165489,0.015501406
165490,0.052715633
165491,0.070116244
165492,0.17085151
165493,0.19317867
165494,0.010041825
165495,0.59995383
165496,0.039305866
