id,Exited
165034,0.08677345901036565
165035,0.9041563990060514
165036,0.1511160293832045
165037,0.5821505043243955
165038,0.7590904341613515
165039,0.18805996794382315
165040,0.19596745763179468
165041,0.3036208924776137
165042,0.8632037351179335
165043,0.057115994912567636
165044,0.3608275738903458
165045,0.1339264465768812
165046,0.051053471377115356
165047,0.5025919133619103
165048,0.8956155423357869
165049,0.26766037670098697
165050,0.3420012332425237
165051,0.6304988536553431
165052,0.15036601727180796
165053,0.38505045061117876
165054,0.07460010977496709
165055,0.30234414533894427
165056,0.6109536464574378
165057,0.03999183319272642
165058,0.8164050331581454
165059,0.4342276144447756
165060,0.9957585370613607
165061,0.793354826104646
165062,0.4208622198507265
165063,0.7932637497754287
165064,0.1188797418705826
165065,0.19324486303693722
165066,0.4740735093335781
165067,0.5256265991854201
165068,0.195926070924032
165069,0.05118603035455163
165070,0.9321877602226608
165071,0.1280832426166043
165072,0.40800939934332353
165073,1.0035530961544346
165074,0.8213895584047998
165075,0.5561083471728844
165076,0.45632490201803816
165077,0.03260801470577755
165078,0.7727199064193359
165079,0.5614174755799246
165080,0.05395070818969404
165081,0.1575490161362322
165082,0.00862743933887349
165083,0.769188801313492
165084,0.3095956423080094
165085,0.012131281304560142
165086,0.037584017967085624
165087,0.8550342975629844
165088,0.07303755303296185
165089,0.3758845845764822
165090,0.34611472904136287
165091,0.12149553261336869
165092,0.1465690342812109
165093,0.38934063316878215
165094,0.06383398286018657
165095,0.2144758529908313
165096,0.7114560739729112
165097,0.38109874126849796
165098,0.1776306020946336
165099,0.04475297679294876
165100,0.9965574166164516
165101,0.1652906529733944
165102,0.19644223878321687
165103,0.03770067373956972
165104,0.5948425378685174
165105,0.8564782178344102
165106,0.7587407553173282
165107,0.42311993177469526
165108,0.07326915156950377
165109,0.7564775531912478
165110,0.26934575057481175
165111,0.26624291788736865
165112,0.2501246782579928
165113,0.13254703426697553
165114,0.06923426253069187
165115,0.13715689832566216
165116,0.6836735677298919
165117,0.11002618380391352
165118,0.7243859736414374
165119,0.31578455603978367
165120,0.24977089154399246
165121,0.6999304780187351
165122,0.6367813624195623
165123,0.307761672611954
165124,0.5554560157619081
165125,0.09687737481416063
165126,0.1660232361433975
165127,0.06972804837421658
165128,0.11995812839656292
165129,0.07126545259102235
165130,0.9951572903875238
165131,0.08521217110976935
165132,0.5883880389312179
165133,0.3462420235079026
165134,0.056698215885958955
165135,0.21027333313953822
165136,-0.08652456976777678
165137,0.8452769262745703
165138,0.8367021368139512
165139,0.9010275168916038
165140,0.45370559669036414
165141,0.035319847774173345
165142,0.043560676280890664
165143,0.3223265729950713
165144,0.526936357056684
165145,0.8462595918741133
165146,0.5042341459120564
165147,0.33658473449294085
165148,0.44681914088892827
165149,0.1714681724212989
165150,0.03814596088573319
165151,0.8076360570892198
165152,0.8163663992798124
165153,0.22636026894387387
165154,0.0801839987179458
165155,0.11832770070450659
165156,0.03581159403680466
165157,0.1242329138324633
165158,0.765123515982065
165159,0.4382425957199561
165160,0.18064303655796274
165161,0.10925150954503386
165162,0.9346865047087746
165163,0.143712133488303
165164,0.15247082364219827
165165,0.23450553574501634
165166,0.998969332444901
165167,0.23172962948316067
165168,0.1330338502363917
165169,0.2856070675010994
165170,0.3980842662435784
165171,0.18921956408617835
165172,0.7916624952085112
