id,Exited
165034,0.021129908791257375
165035,0.7570627854492353
165036,0.03187830692570809
165037,0.2462706051670105
165038,0.3587347400453124
165039,0.057098315125926176
165040,0.041926017166442085
165041,0.09491200526426198
165042,0.5652501832040979
165043,0.013829353979775444
165044,0.10899433499152406
165045,0.02124945821461963
165046,0.0065371730556399495
165047,0.203799565499178
165048,0.6061319073125515
165049,0.056434328178870896
165050,0.0892422495916482
165051,0.3238879760305608
165052,0.050001250053385876
165053,0.1274214999552371
165054,0.025874582374992638
165055,0.08627604367982483
165056,0.2581275046498673
165057,0.013542473686645766
165058,0.4635464417000161
165059,0.14457139264571842
165060,0.977898430157258
165061,0.4658614763890432
165062,0.18239647449213553
165063,0.42983717967247204
165064,0.030118204259020422
165065,0.04460374380806262
165066,0.15246994148048643
165067,0.1285845307405322
165068,0.030487691069067905
165069,0.0022272401554668583
165070,0.7624664771324158
165071,0.026622937826851687
165072,0.13258419418237244
165073,0.8572390442654727
165074,0.5582563219325598
165075,0.19922939510602852
165076,0.12836241381646285
165077,0.0017227955381732907
165078,0.3231889825509385
165079,0.19324444372172855
165080,0.004999702079549947
165081,0.05705927835034452
165082,-0.003036330072731224
165083,0.4343201088129227
165084,0.0881863927412646
165085,-0.0008110348255553664
165086,0.012143536034583345
165087,0.5453158069806031
165088,0.019944456565912597
165089,0.09706508248698074
165090,0.11230600404685794
165091,0.01453732745591634
165092,0.023658363403687183
165093,0.14424069001044362
165094,0.008810285666273749
165095,0.10303200726615533
165096,0.2531129112896134
165097,0.17359039734323786
165098,0.02696438858621291
165099,0.0056790470448200405
165100,0.872385504306194
165101,0.05629725711474702
165102,0.038412055346652325
165103,0.010767935760991854
165104,0.18987564641094878
165105,0.5172211680674825
165106,0.39893048384010915
165107,0.11562486602973103
165108,0.01630110778502061
165109,0.33976932685725625
165110,0.09790175249621615
165111,0.031853569426199525
165112,0.054050134222221775
165113,0.03789952830882003
165114,0.00791914407833004
165115,0.03605685219857338
165116,0.34338819338323073
165117,0.028206164960019764
165118,0.30998703026230334
165119,0.09872006635019154
165120,0.05638880474314178
165121,0.25910637262396746
165122,0.2626717481938485
165123,0.04836032157736244
165124,0.20329521583718302
165125,0.022604385778962247
165126,0.04688967174510254
165127,0.00969755074574679
165128,0.008572698087343497
165129,0.005900188073034802
165130,0.9455116646532
165131,0.036867225411359235
165132,0.2501527942851704
165133,0.12949574390114804
165134,0.012161412238777177
165135,0.047072883786722856
165136,-0.0019226346939129955
165137,0.4583924293682078
165138,0.6079348601676984
165139,0.5866736115120865
165140,0.13343024250167823
165141,0.022163435438493178
165142,0.013542473686645766
165143,0.10363909657855903
165144,0.25957911972702646
165145,0.544528607704604
165146,0.22096320996239868
165147,0.03010624572842827
165148,0.09997101598282714
165149,0.034300668126518385
165150,0.009004699232672726
165151,0.558916934175177
165152,0.5424273904930679
165153,0.06962886809979797
165154,0.00765669608942325
165155,0.03611419218312901
165156,-3.167002472236489e-05
165157,0.03992992917994927
165158,0.42442585823932943
165159,0.1317186473638181
165160,0.05260437345103737
165161,0.031405483826340806
165162,0.7128856747960697
165163,0.019281043318260416
165164,0.024175702728916407
165165,0.11583194632842518
165166,0.9732936498855592
165167,0.09762047580378552
165168,0.06471330955184079
165169,0.09673901308459844
165170,0.11071475880298476
165171,0.05704244110355806
165172,0.5701642477519462
165173,0.15654811648497696
165174,0.0274894917450817
165175,0.07865086710891389
165176,0.019076026909229375
165177,0.03713573708237737
165178,0.47941824402509375
165179,0.6344680842587735
165180,0.02188445358467787
165181,0.8929811984367176
165182,0.171237601588048
165183,0.028328604393479947
165184,0.028502701866104516
165185,0.03147628542787698
165186,-0.0066295037177637765
165187,0.9955583694011205
165188,0.8174464265481866
165189,0.030482146270097165
165190,0.011271308278077171
165191,0.1443792048822732
165192,0.1309581051845029
165193,0.17810410559445922
165194,0.2787902760055847
165195,0.13649700132972492
165196,0.3678955416780896
165197,0.7591591160661629
165198,0.6588795721310522
165199,0.10214574839601748
165200,0.3192663814520806
165201,0.6400431972049482
165202,0.7836153978125971
165203,0.7606812476642694
165204,0.552487954626279
165205,0.014115014604735725
165206,0.17259884927065478
165207,0.11404700067066939
165208,0.1972844373643813
165209,0.20074286024853247
165210,0.4105492628732419
165211,0.8933990982765024
165212,0.05541374625060252
165213,0.00762909895908124
165214,0.7919864397323457
165215,0.3456561574161454
165216,0.031595865572602216
165217,-0.00880191622832419
165218,0.009367754768694857
165219,0.6895346940072699
165220,0.4887808380757493
165221,0.12167400831333298
165222,0.17147454580432
165223,0.10016445477909668
165224,0.0386809105013417
165225,0.9294333976154284
165226,0.857463344930458
165227,0.25879632997261715
165228,0.18748502025829866
165229,0.40267588759752143
165230,0.770263831919105
165231,0.009985384853065
165232,-0.006095464129666514
165233,0.04245555225903669
165234,0.1364376862718643
165235,0.016807646359124087
165236,0.5892735619628731
165237,0.020621957781371103
165238,0.14563314429905783
165239,0.02050823991746246
165240,0.001990027786160937
165241,0.0020021789721398147
165242,0.20182773513356767
165243,0.013948099424328553
165244,0.7056925915427767
165245,0.0013618908794306313
165246,0.055675595476139775
165247,0.027182531087442494
165248,0.02885866962457623
165249,0.27288978053373103
165250,0.01793249901752738
165251,0.00459382798316318
165252,0.3196810396028481
165253,0.21874793818625707
165254,0.012143536034583345
165255,0.13177812731102723
165256,0.21662737488461878
165257,0.03142467353084479
165258,0.6990587289535185
165259,0.41448345545840476
165260,0.3797304361186398
165261,0.8512643179895861
165262,0.5239654413043879
165263,-0.008223016798547027
165264,0.029733321238474702
165265,0.024801936329087764
165266,-0.0010205668302548682
165267,0.42983717967247204
